MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,7]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	DC
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,8]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	DC
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,9]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	DC
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,10]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	DC
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,11]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	DC
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,12]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	DC
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,13]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	DC
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,14]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	DC
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,15]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	DE
MirandaBradley03-05-13_Buffering_Capacity.xlsx___BCV___[2,16]	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	NDC
